身高,体重,肺活量,50米跑,立定跳远,坐位体前屈,800米跑
165.6,69.1,3720,9.73,152,12.1,"4'09"""
166.1,48.5,2946,8.25,180,9.4,"3'25"""
158.3,44.9,2818,9.31,174,17.6,"3'40"""
161.7,49.4,2668,8.99,152,22.4,"4'15"""
154.4,48.2,2799,8.6,163,11.7,"3'34"""
163.7,58.6,2775,8.94,183,14.3,"3'38"""
160.4,78.4,3476,9.3,168,14.8,"4'23"""
166.5,59.4,3011,9.18,172,19.1,"3'44"""
160.1,50.9,2895,8.77,185,8.5,"4'01"""
159.1,52,2965,9.24,155,15.4,"3'57"""
167.9,71.6,3024,8.97,170,19.8,"3'51"""
167.5,68.9,2816,8.83,180,9.8,"3'45"""
164.3,50.7,3253,8.71,170,17.4,"3'33"""
156.1,53.8,2378,8.89,165,23.1,"3'36"""
153.1,44.3,2016,8.99,172,15.6,"3'41"""
153.5,44.5,2831,9.02,165,5.2,"3'54"""
163.9,61.2,2826,8.92,150,24.8,"3'51"""
160.7,50.7,2884,8.52,165,13.8,"3'48"""
159.1,57.2,2538,8.47,180,17,"3'42"""
153.7,49,2573,8.63,180,22.6,"3'21"""
166.9,44.1,2113,8.28,190,10.4,"3'45"""
156.4,45.1,2385,9.03,180,15.6,"3'53"""
164.9,52.3,3328,9.6,160,2.4,"4'03"""
153.4,50.6,3227,9.26,168,17.3,"4'05"""
165.4,52.5,2776,8.52,175,-0.5,"4'04"""
166.3,53.4,3434,8.66,186,6,"3'29"""
164.7,46.7,2751,9.08,151,15.6,"3'52"""
160.9,54.7,2582,9.59,175,25.2,"3'56"""
156.8,45,2427,8.1,190,8.9,"3'32"""
163.5,44,2631,8.92,187,29.3,"3'52"""
156.9,48.8,2642,8.74,170,21.4,"3'47"""
155.9,44.5,2517,8.4,181,13.2,"3'50"""
155.6,47,2518,8.01,190,10.5,"3'46"""
173.6,70.3,3864,7.99,172,15.6,"4'09"""
169.8,49.3,2940,7.53,225,14.9,"3'14"""
165.5,58.1,3111,8.96,163,16,"3'42"""
155.3,47.8,2313,9.18,176,23.8,"4'01"""
166.2,51.8,3610,8.69,192,23.1,"3'55"""
171.2,67.2,4216,9.3,181,20.9,"4'12"""
163.5,55.7,3558,9.19,188,20.6,"3'52"""
162.2,71.8,3123,8.46,186,16.2,"4'08"""
161,47.9,3266,9.25,170,16.2,"4'00"""
171.5,62.7,3151,9.13,183,20.2,"3'33"""
164.4,62.6,2730,9.1,182,7,"3'53"""
154.4,46.5,3042,9.8,158,14.2,"3'44"""
162.2,47.7,2874,8.19,182,14.4,"3'35"""
158.5,43.5,2673,8.49,185,26.9,"3'40"""
166.4,44.5,2733,8.9,185,12.5,"3'47"""
149.8,52.4,2078,10.19,165,13.8,"4'12"""
156.6,59.8,3198,9.28,166,19.7,"3'46"""
147.6,40.2,2781,8.02,180,14.2,"3'31"""
164,54.4,3081,8.9,187,18.1,"3'44"""
156.4,45.1,3050,8.97,186,17.4,"3'47"""
162.5,59.4,3164,9.6,170,23.1,"4'01"""
167.2,50.3,3422,9.19,173,22.6,"3'41"""
166.1,53.6,2682,8.19,198,20.9,"3'21"""
160.9,73,3526,10.19,150,19.6,"4'32"""
166.1,58.3,3060,9.1,195,14.8,"4'08"""
157.6,49.9,2413,8.86,188,22.5,"4'00"""
157.1,49.5,2857,8.27,175,21.1,"3'36"""
154.3,45.4,2907,8.52,170,21.8,"3'46"""
160,47.1,3439,8.6,192,11.1,"3'42"""
157.8,54.5,3268,8.1,192,14.4,"3'47"""
162.6,52,3752,8.8,170,11.4,"3'48"""
163,57.7,3099,9.6,175,15.8,"4'11"""
158.1,48.4,2037,8.93,182,22.7,"3'54"""
155.1,47.7,2610,8.82,170,13.8,"3'56"""
159.3,52.2,2937,9.44,172,22.8,"4'07"""
160,45.3,2982,8.8,180,12.1,"3'00"""
162.2,53.9,2979,8.5,201,10.2,"3'49"""
160,52.2,2785,9.19,168,24.7,"3'57"""
158.9,42.8,2303,9.19,155,17.8,"3'49"""
166.9,51.9,2808,8.36,194,17.2,"3'54"""
158.9,46.2,2221,10.24,160,17.5,"4'00"""
164,54.5,3439,8.52,185,27.2,"3'30"""
163.1,47.1,2652,8.74,190,20.8,"3'39"""
157.5,48.4,3734,8.11,190,15.8,"3'32"""
158.7,47.3,2870,9.09,160,13,"4'05"""
157.3,50.5,2601,9.32,152,12.5,"3'55"""
169.2,61,3375,9.08,190,19.1,"4'13"""
172.8,57.2,2947,8.97,185,25.9,"3'58"""
162.4,50.5,2127,9.68,170,11.5,"4'24"""
165.6,45.2,2916,9,170,31.1,"4'38"""
163.9,51.5,3005,9.1,180,21.2,"3'58"""
166.5,44.5,2895,8.1,188,9.4,"3'42"""
150.4,40.7,2945,9.6,165,17.9,"3'59"""
163,52.3,2759,9.16,177,23.6,"3'48"""
154.4,43.9,2334,8.77,162,10.1,"3'33"""
164.8,41.5,2357,8.15,182,13.6,"3'40"""
167.4,52.2,2842,8.01,182,12.7,"3'31"""
159.6,48.3,2408,8.8,180,19.4,"4'09"""
166.6,51.7,2717,7.88,190,0.5,"3'47"""
152.5,58.7,2657,7,161,14.7,"4'17"""
166.7,55.6,3564,8,205,25.7,"3'30"""
164.3,52.7,3192,10.02,163,12.1,"4'09"""
158.1,45.6,2129,8.11,200,12.1,"3'27"""
166.2,53.5,2809,9.26,173,16.7,"3'51"""
157.8,46.1,3144,8.82,200,19.3,"4'11"""
166,54.8,2607,8.23,178,8.8,"3'23"""
163.4,45.6,3416,8.75,160,16.4,"3'53"""
155.4,44.1,2572,9.11,168,20.6,"4'01"""
155.6,45.8,2860,8.55,193,22.5,"4'01"""
171,49.6,2502,9.44,175,6.4,"4'07"""
154.2,51.2,3095,8.69,180,13,"3'41"""
164.3,60.4,3674,8.35,200,27.4,"3'45"""
165.9,49.9,2823,8.42,192,22.1,"3'42"""
165.6,49.5,3535,8.4,180,15.8,"3'34"""
165.6,61.2,3888,8.8,160,18,"4'22"""
168.9,53.2,3308,10,160,21.2,"4'02"""
164.8,50.2,2507,8.3,198,20.2,"3'23"""
151,39,2672,9.1,170,16,"3'42"""
164.5,56.1,2505,9.94,160,20.3,"4'21"""
168.2,54.2,2746,8.93,193,24.7,"3'48"""
155.7,54.5,2851,9,155,8.8,"3'53"""
163.9,64.3,2791,9.19,173,21.2,"4'03"""
163.9,58.1,3452,9.19,165,19.2,"3'56"""
158.8,52.1,2644,8.94,185,14.8,"3'39"""
160.1,56,2805,8.9,160,19.7,"3'46"""
156.9,40.9,2756,8.3,185,6.6,"3'42"""
155.1,46.1,2525,9.41,148,7.7,"3'39"""
160,44.5,2443,8.19,190,10.7,"3'45"""
161.5,47.7,2981,8.4,197,16,"3'41"""
159.5,63.3,2603,9.21,174,11.4,"3'42"""
168.2,47.4,3033,9.01,165,14.3,"3'56"""
167,58.8,3178,8.86,182,12.2,"3'47"""
158.5,55.2,2366,9.74,152,13.4,"4'13"""
152.8,39.5,2511,9.35,175,11.2,"3'43"""
165.6,48.4,2744,9.02,160,16.3,"4'03"""
159.4,47,3047,9.8,160,10.3,"4'04"""
163.1,49,3954,7.61,197,9.5,"3'31"""
157.8,47.2,2134,8.55,180,12.8,"3'42"""
165.8,63,3028,8.75,163,12.8,"3'20"""
163.6,42.7,2191,8.44,198,6.7,"3'42"""
166.9,61.8,3455,8.96,170,15.2,"3'54"""
158.4,49.8,2790,8.85,169,20.9,"3'52"""
161.3,47.3,3175,8.19,170,10.7,"3'59"""
169.9,51.9,3014,8.9,165,13.9,"4'01"""
163.7,40.4,2247,9.69,163,24.2,"3'48"""
151.3,43.2,2162,8.73,180,19.9,"3'44"""
162.5,61.4,3107,8.94,170,20.7,"3'55"""
168.5,64.1,3369,8.36,174,20.9,"3'49"""
165.6,61.9,2776,9.41,190,8.1,"4'12"""
176.6,62.5,3325,8.69,170,13.4,"4'03"""
161.8,48.3,3141,9.19,165,13.4,"3'47"""
162,50.3,2345,8,187,16,"3'48"""
170.7,56.5,2749,8.4,195,10.7,"3'53"""
150.6,46.1,2720,9.02,175,22.7,"4'00"""
166.2,49.6,3355,8.6,192,24,"3'43"""
163.3,54.8,2404,9.5,170,22,"4'26"""
166.2,58.2,3256,8.1,190,16.3,"3'43"""
159,49.8,2504,9.06,170,22.4,"4'00"""
173,51.6,3329,8.66,192,20.5,"3'37"""
163.5,55.9,2692,8.23,172,14.3,"3'40"""
152.7,46.6,2385,8.68,153,18,"3'38"""
151.7,63.2,3127,8.46,205,15.2,"3'24"""
161.1,39.4,2935,8.6,202,20.7,"3'36"""
157.6,46.6,2480,8.3,180,27,"3'48"""
156.3,48.9,2689,9.5,165,23.8,"4'09"""
170,51.2,3552,9.06,170,25.8,"3'44"""
161.2,51.8,2484,9.65,153,13,"4'05"""
156.2,52.1,2460,8.4,165,11.3,"3'59"""
160.4,50.8,2546,8.91,183,23.4,"3'49"""
153.7,51.1,2977,9.6,160,17.9,"3'58"""
161.6,41.9,2374,9.03,175,12.3,"3'45"""
155.7,43.5,3038,8.8,185,14.4,"3'37"""
160.6,62.9,2325,9.9,155,16.6,"4'09"""
159.4,44.3,2394,8.3,182,17.1,"3'33"""
166.5,48.4,3171,8.9,188,19.7,"3'41"""
164.8,53.7,3159,8.5,190,11,"3'52"""
166.2,48.2,3773,9.19,170,21.8,"3'41"""
155.2,47.1,3281,7.38,185,17.3,"3'27"""
153.4,45.7,2633,9.13,191,19.7,"4'07"""
159,47.5,2922,9.19,162,11.9,"4'13"""
166.1,50.8,2865,8.19,190,22.8,"3'33"""
155.6,54.8,3124,8.67,180,15.3,"3'35"""
164.1,49.1,2881,9.8,155,15.9,"4'13"""
161.1,50.4,3221,9,155,22.7,"3'52"""
165.6,51.1,2464,8.6,158,8.2,"3'42"""
164.1,48.6,3273,8.82,190,25.4,"3'49"""
166.3,62.4,3455,9.01,172,10.2,"3'50"""
159.2,54.2,2761,8.4,175,25,"3'46"""
155.7,54.6,2450,9,185,18.6,"3'44"""
156.7,51.3,2593,8.3,200,22.4,"3'29"""
166.7,55.6,2773,8.14,206,22.7,"3'31"""
162.9,61.4,2861,8.3,188,13.8,"4'30"""
154.9,43,2399,8.39,192,12.5,"3'30"""
171.3,61.6,3109,9.11,152,14.1,"3'42"""
156.6,49.2,2725,9,165,19.1,"4'01"""
160.1,50.8,2993,8.36,180,16.5,"3'42"""
157.5,44.9,2985,9.4,165,21.8,"3'42"""
164.4,43.5,2232,8.77,160,6.5,"3'38"""
159.3,46.5,2924,9.31,170,19.8,"4'21"""
160.8,63,2709,8.93,170,11.9,"3'38"""
157.5,50.7,3526,9.4,180,20,"3'49"""
159.8,47.8,3088,8.6,182,14.9,"3'50"""
162.1,46.8,3099,9.1,188,9.9,"3'51"""
158.6,50.9,3484,9.48,153,16.5,"4'09"""
157.5,48.4,2564,9.46,160,18.5,"4'20"""
155.4,42.2,2753,8.52,194,13.3,"3'23"""
158.4,52.9,2590,8.77,162,15.3,"4'00"""
156.3,46.4,2950,9.66,151,21.2,"3'57"""
172.7,57.3,3067,8.42,190,12.6,"3'27"""
157.7,45.9,2246,8.77,165,6.5,"3'42"""
162.4,56.7,3106,9.1,155,16.5,"3'51"""
150.5,47.2,2075,8.94,157,17.8,"4'05"""
156.3,44.5,2619,7.95,182,10.6,"3'08"""
154.5,49.9,2952,9.09,175,24.9,"3'40"""
155.3,48.4,3280,8.57,170,13.9,"3'37"""
165.7,48.2,3032,10.3,155,29,"4'29"""
162,48.8,2826,8.68,166,22.6,"4'01"""
161.7,48.5,2463,9.08,190,18.5,"3'47"""
168.2,56.6,2425,8.76,175,1,"4'01"""
165.1,57.4,3317,8.5,155,24.8,"3'54"""
161.5,49.3,3230,9.15,160,27.6,"3'57"""
157.7,58.4,2860,9,160,28.9,"3'53"""
162.1,42.2,2569,8.5,175,20.6,"3'49"""
165.4,53.7,3103,8.38,162,16.2,"3'38"""
163,54.1,2357,9.25,151,23.9,"4'01"""
157,60,3328,8.5,183,22.4,"3'38"""
162.8,52.9,2437,9.36,165,20.9,"3'58"""
162.2,57.2,3140,8.24,210,11.3,"4'34"""
158.3,57.6,1619,8.5,182,18,"3'40"""
166.7,49.7,3338,8,181,18.6,"3'20"""
146,42.6,2249,9.15,170,17,"3'39"""
159.8,46.6,2943,8.3,180,19.9,"3'49"""
161.2,44.6,2410,9.07,160,9.9,"4'55"""
161.4,53.5,2572,8.49,184,10.8,"3'41"""
158.9,64.7,3417,8.58,186,19.5,"3'22"""
157,38.5,2562,8.8,180,10.9,"3'44"""
159.3,48,3492,9.4,175,19.4,"3'36"""
153.6,42.1,2599,9.6,165,18.9,"3'54"""
173,59,2737,8.59,185,12.2,"3'44"""
158.7,52.8,2571,8.68,190,17.2,"4'01"""
148.4,46.1,2237,9.3,155,15.8,"3'59"""
160.7,55.3,2564,8.74,184,19.7,"3'57"""
160,56.7,3132,8.06,184,25.6,"3'34"""
154.3,52.7,2524,9.19,165,9.2,"4'03"""
169.4,51.6,2863,8.6,192,19.7,"3'33"""
162.3,62.7,3459,9.19,165,28.2,"4'01"""
164.5,54.2,3088,8.69,160,22.6,"3'52"""
158.2,51.6,2772,7.59,190,26.3,"3'23"""
159.2,47,3074,9.3,180,23.8,"3'51"""
167.8,53.6,3382,8.19,200,20.3,"3'43"""
159,42.6,3063,8.8,188,14.4,"3'48"""
167.8,54.6,2764,9.28,175,6.8,"3'52"""
168.5,52.3,3364,7.8,215,23.6,"3'20"""
154.6,46.6,2195,9.86,160,20.3,"3'51"""
157.8,48.7,3239,8.1,190,24.9,"3'22"""
157.4,45.8,2599,8.63,185,18,"3'46"""
156.7,44.8,2520,9.31,152,27.2,"3'48"""
165,51.9,2617,9.4,170,9.9,"3'56"""
164.7,46,2124,8.64,180,12.6,"3'41"""
164.2,46.1,2824,9.9,162,25.7,"4'42"""
165.4,53.1,3155,9.18,176,11.8,"4'04"""
156.9,64.8,3121,9.01,158,15.5,"3'46"""
166.3,84.3,3824,9.69,170,15.3,"3'55"""
160.1,44.6,2405,8,173,7.7,"3'31"""
169.4,65.5,2871,10.17,157,27.5,"4'24"""
166,56.5,3467,8.49,185,15.8,"3'42"""
159,45.6,2519,8.85,165,8.3,"3'49"""
158.3,53.4,3023,9.9,150,13.6,"4'22"""
162.5,59.4,3329,8.77,175,17.8,"3'54"""
168.9,69.3,3576,9.69,160,10.8,"4'16"""
155.4,54.2,3304,8.88,170,14,"4'18"""
161.2,65.3,2563,9.63,155,13.5,"4'00"""
163.9,49.9,2684,8.64,192,18.3,"3'40"""
163.1,52.3,2606,9.5,165,15.6,"4'05"""
159.7,44.9,3178,8.89,185,7.2,"4'09"""
171.8,61.6,3554,9.06,180,15.4,"3'41"""
169.4,80.3,3864,8.1,188,14.4,"3'31"""
156.9,54.9,3068,8.9,193,15.1,"3'55"""
160.1,48,3102,8.58,167,15.4,"3'33"""
150.8,44.2,3552,9.69,175,24.6,"3'50"""
161.1,58.4,3567,8.9,188,19.9,"3'53"""
161,64.5,3445,9.92,167,17.9,"4'29"""
164.5,53.2,3227,9.23,163,17.1,"3'49"""
159.3,47.9,2977,8.8,155,14.6,"4'16"""
162.1,46.7,3336,9.1,178,12.6,"4'16"""
161.5,48.4,2303,9.33,148,12.8,"3'58"""
163,49,2200,10.02,160,10,"4'49"""
